function,count
float * numpy.ndarray,128
int * numpy.int64,3
numpy.iterable(y=list[int]),26
numpy.diff(a=numpy.ndarray),15
"numpy.ndarray[slice[NoneType, int, NoneType]]",40
"numpy.hstack(tup=tuple[numpy.ndarray, numpy.ndarray, numpy.int64])",1
numpy.ndarray,15
numpy.iterable(y=int),17
numpy.isfinite(int),5
numpy.finfo(dtype=Type[builtins.float]),1
float * numpy.float64,71
numpy.finfo.tiny,1
float <= numpy.float64,6
"numpy.ndarray[tuple[slituple[float, float]e[NoneType, NoneType, NoneType], int]] = tuple[float, float]",2
numpy.iterable(y=tuple[int]),2
numpy.any(a=builtins.bool),3
numpy.asarray(a=list),9
"numpy.iterable(y=tuple[int, float])",3
numpy.ndarray.ravel(numpy.ndarray),36
numpy.column_stack(tup=list[numpy.ndarray]),13
numpy.ndarray.T,65
"numpy.iterable(y=tuple[float, float])",4
"numpy.asarray(a=tuple[float, float], dtype=Type[builtins.float])",1
"numpy.asarray(a=tuple[int, float], dtype=Type[builtins.float])",1
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, numpy.ndarray])",1
"numpy.asarray(a=tuple[numpy.ndarray, numpy.ndarray])",3
"numpy.iterable(y=tuple[int, int])",5
"numpy.asarray(a=tuple[int, int], dtype=Type[builtins.float])",1
numpy.deg2rad(float),11
numpy.sin(numpy.float64),20
"numpy.array(tuple[float, float, float, float], dtype=Type[builtins.float])",1
numpy.ndarray.size,44
"numpy.asarray(a=list[list[int]], dtype=Type[builtins.float])",2
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64, int]], Type[builtins.float])",1
numpy.asarray(a=float),7
"numpy.asarray(a=builtins.bool, dtype=Type[builtins.bool])",1
"numpy.zeros(tuple[int, int])",18
"numpy.empty(tuple[int, int, int])",3
numpy.iterable(y=float),10
numpy.isfinite(float),9
"numpy.isclose(a=float, b=float)",1
numpy.amax(a=numpy.ndarray),19
numpy.float64 + int,33
numpy.float64 <= numpy.float64,59
numpy.asarray(a=numpy.ndarray),52
numpy.sqrt(numpy.ndarray),11
numpy.ndarray / float,33
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], int, int]] = numpy.ndarray",16
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], int, int]] = float",2
numpy.all(a=numpy.ndarray),19
float / numpy.float64,36
"numpy.ndarray[tuple[int, int]] = numpy.float64",8
"numpy.vstack(tup=tuple[numpy.ndarray, numpy.ndarray, list[float]])",2
numpy.isfinite(numpy.float64),19
numpy.ndarray * float,54
numpy.nonzero(a=numpy.ndarray),4
numpy.float64 * numpy.float64,73
numpy.float64 + numpy.float64,157
numpy.float64 / numpy.float64,73
numpy.float64 <= float,48
numpy.ndarray * numpy.float64,23
numpy.ndarray >= float,8
numpy.ndarray.sum(numpy.ndarray),13
numpy.ndarray + int,57
numpy.ndarray[numpy.ndarray],142
numpy.ceil(float),8
float // numpy.float64,6
numpy.ndarray & numpy.ndarray,37
numpy.absolute(numpy.ndarray),44
numpy.float64 == int,52
numpy.round,1
numpy.ndarray - numpy.ndarray,101
numpy.float64 - int,27
numpy.absolute(numpy.float64),19
str % numpy.float64,15
numpy.float64 / float,63
numpy.float64 * int,32
numpy.float64 >= float,2
float - numpy.float64,28
"numpy.arange(numpy.float64, numpy.float64)",1
numpy.ndarray + numpy.float64,8
numpy.int64 >= int,2
numpy.asanyarray(a=list),3
numpy.asanyarray(a=numpy.float64),3
numpy.float64 * float,64
"numpy.array(list[tuple[Union[float, int], Union[float, int]]])",1
numpy.float64 / int,38
numpy.float64 -= numpy.float64,3
"numpy.ndarray - tuple[numpy.float64, numpy.float64]",1
"numpy.asanyarray(a=tuple[float, float])",2
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, int, NoneType], int]] = numpy.ndarray",7
"numpy.ndarray.reshape(numpy.ndarray, int)",3
"numpy.ndarray + tuple[numpy.float64, numpy.float64]",4
"numpy.asarray(a=tuple[numpy.float64], dtype=Type[builtins.float])",1
"numpy.asarray(a=tuple[int], dtype=Type[builtins.float])",1
numpy.float64 + float,85
numpy.float64 == numpy.float64,27
int ** numpy.float64,14
numpy.float64 != numpy.float64,7
numpy.float64 >= int,11
numpy.ndarray - int,24
numpy.ptp(a=numpy.ndarray),8
"numpy.round_(a=numpy.ndarray, decimals=int)",1
numpy.asanyarray(a=numpy.ndarray),10
numpy.asanyarray(a=list[numpy.float64]),2
numpy.errstate(kwargs=dict),14
numpy.amin(a=numpy.ndarray),22
numpy.amax(a=list[numpy.float64]),2
numpy.float64 - float,74
"numpy.array(tuple[numpy.float64, numpy.float64, numpy.float64, int])",1
numpy.ndarray != numpy.ndarray,5
"numpy.zeros(tuple[int, int, int])",4
numpy.arange(int),114
numpy.asarray,22
numpy.array(list),7
numpy.int64 - int,12
"numpy.ndarray.searchsorted(numpy.ndarray, float)",2
numpy.asanyarray(a=list[int]),3
numpy.log,1
numpy.log10,1
numpy.ndarray[numpy.ndarray] = int,12
"numpy.ma.core.power(a=float, b=numpy.ndarray)",1
"numpy.ma.core.MaskedArray.reshape(s=tuple[int], self=numpy.ma.core.MaskedArray)",3
numpy.log(numpy.float64),7
float ** numpy.float64,4
numpy.log(float),10
numpy.ceil(numpy.float64),17
Type[numpy.float64].__mro__,1
numpy.ndarray.index,1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], NoneType]]",13
numpy.arange,27
"numpy.arange(int, dtype=Type[builtins.float])",7
Type[numpy.ndarray].__mro__,1
Type[numpy.int64].__mro__,1
numpy.newaxis,28
numpy.iterable(y=numpy.ndarray),32
numpy.ma.core.getdata(a=numpy.ndarray),2
numpy.ma.core.MaskedArray.ndim,29
~numpy.ndarray,24
numpy.atleast_1d(arys=tuple[numpy.ma.core.MaskedArray]),2
"numpy.ndarray[slice[int, NoneType, NoneType]]",40
numpy.ndarray.tolist(numpy.ndarray),12
"numpy.ndarray[slice[int, int, NoneType]]",34
"numpy.zeros(tuple[int, int], Type[builtins.float])",5
"numpy.ndarray[int] = tuple[numpy.int64, numpy.float64]",2
"numpy.ndarray[tuple[slinumpy.ndarraye[int, int, NoneType], int]] = numpy.ndarray",4
"numpy.ndarray[tuple[slinumpy.ndarraye[int, NoneType, NoneType], int]] = numpy.ndarray",6
"numpy.empty(int, dtype=Type[numpy.uint8])",3
numpy.ndarray[int] = numpy.uint8,13
numpy.array(list[numpy.ndarray]),5
numpy.ndarray > int,16
numpy.isfinite(matplotlib.transforms.Bbox),2
numpy.errstate,14
numpy.amin(a=list[numpy.float64]),2
"numpy.asarray(a=list[list[numpy.float64]], dtype=Type[builtins.float])",1
numpy.e,9
numpy.log2,1
numpy.log10(numpy.ndarray),10
numpy.asanyarray(a=numpy.ma.core.MaskedArray),4
*numpy.ma.core.MaskedArray,7
numpy.floor(numpy.float64),9
numpy.iterable(y=numpy.float64),6
"numpy.ndarray[tuple[slituple[numpy.float64, numpy.float64]e[NoneType, NoneType, NoneType], int]] = tuple[numpy.float64, numpy.float64]",2
numpy.asanyarray(a=list[float]),5
"numpy.concatenate(tuple[numpy.ndarray, numpy.ndarray], int)",2
numpy.asanyarray(a=list[list[numpy.float64]]),1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[int, NoneType, NoneType]]]",4
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[int, int, NoneType]]]",2
"numpy.arange(int, int, int)",19
numpy.isinf(int),1
numpy.round_(a=float),1
numpy.float64 in builtins.set,3
numpy.absolute(int),1
numpy.float64 != float,12
float ** numpy.ndarray,5
"numpy.arange(float, float)",6
numpy.concatenate(list[numpy.ndarray]),16
"numpy.isclose(a=numpy.float64, atol=int, b=numpy.ndarray, rtol=numpy.float64)",1
~numpy.bool_,1
numpy.floor(float),6
numpy.ma.core.is_masked(x=numpy.ndarray),5
numpy.isinf(float),5
numpy.ceil(list[float]),1
numpy.random,120
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.float64, str)",2
numpy.int64 + int,24
numpy.ndarray == numpy.ndarray,19
"numpy.array(tuple[int, int, float, float], dtype=Type[builtins.float])",1
"numpy.empty(tuple[int, int], dtype=Type[builtins.object])",1
"numpy.ravel_multi_index(list[tuple[int, int]], tuple[int, int])",1
numpy.iterable(y=matplotlib.gridspec.SubplotSpec),1
float - numpy.ndarray,17
float + numpy.ndarray,20
"numpy.ndarray[tuple[int, int]] = matplotlib.axes._subplots.AxesSubplot",1
numpy.ndarray.item(numpy.ndarray),1
numpy.atleast_1d(arys=tuple[list[float]]),1
"numpy.array(list[list[Union[float, numpy.float64]]], dtype=Type[builtins.float])",1
"numpy.ndarray + tuple[int, int]",1
"numpy.asarray(a=list[numpy.uint8], dtype=Type[numpy.uint8])",1
numpy.ndarray.flags,2
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], int]] = numpy.ndarray",28
numpy.ndarray[int] = numpy.float64,22
numpy.array(matplotlib.backends._backend_agg.BufferRegion),1
"numpy.frombuffer(numpy.ndarray, Type[numpy.uint8])",1
numpy.empty_like(numpy.ndarray),10
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], int]]",7
"numpy.apply_along_axis(args=tuple[int], arr=numpy.ndarray, axis=int, func1d=builtins.function)",2
"numpy.ndarray[slice[int, int, int]]",2
"numpy.lituple[numpy.ndarray, numpy.ndarray, numpy.ndarray].index_tricks.RClass[tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray]]",2
numpy.convolve,1
numpy.ndarray / numpy.float64,22
numpy.r_,6
int * numpy.float64,31
numpy.float64 - numpy.ndarray,8
numpy.hanning(M=int),3
"numpy.convolve(a=numpy.ndarray, mode=str, v=numpy.ndarray)",2
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], slinumpy.ndarraye[NoneType, NoneType, NoneType], int]] = numpy.ndarray",4
"numpy.roll(a=numpy.ndarray, axis=int, shift=int)",3
numpy.dtype.kind,9
numpy.uint8,18
"numpy.ndarray[slice[NoneType, NoneType, int]]",31
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int, int])",10
"numpy.pad(array=numpy.ndarray, mode=str, pad_width=list[tuple[int, int]])",1
"numpy.ndarray[tuple[slituple[int, int, int]e[NoneType, NoneType, NoneType], slituple[int, int, int]e[NoneType, NoneType, NoneType], slituple[int, int, int]e[NoneType, int, NoneType]]] = tuple[int, int, int]",1
numpy.roll,2
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.uint8])",3
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], slice[NoneType, int, NoneType]]]",3
"numpy.isfinite(tuple[int, int])",1
"numpy.array(tuple[int, int])",2
numpy.sin(builtins.range),1
numpy.ndarray[list[int]],8
numpy.atleast_1d(arys=tuple[builtins.range]),1
int / numpy.float64,8
"numpy.ndarray[slinumpy.ndarraye[NoneType, int, NoneType]] = numpy.ndarray",4
"numpy.ndarray[tuple[slice[numpy.int64, numpy.int64, NoneType], slice[NoneType, NoneType, NoneType]]]",1
"numpy.unravel_index(list[int], tuple[int, int])",1
numpy.atleast_1d(arys=tuple[list[int]]),1
numpy.asarray(a=builtins.memoryview),2
numpy.mgrid,8
numpy.ndarray ** int,54
"numpy.meshgrid(xi=tuple[numpy.ndarray, numpy.ndarray])",39
"numpy.array(numpy.ndarray, copy=builtins.bool, subok=builtins.bool)",1
numpy.dtype.isnative,2
numpy.ma.masked_invalid,9
numpy.ma.core.MaskedArray.shrink_mask(self=numpy.ma.core.MaskedArray),1
numpy.ma.core.MaskedArray.ravel(self=numpy.ma.core.MaskedArray),6
numpy.ndarray.astype,1
numpy.ma.core.MaskedArray.size,13
"numpy.amin(a=numpy.ndarray, axis=int)",4
numpy.max,5
numpy.iterable(y=numpy.ma.core.MaskedArray),11
numpy.integer,4
numpy.float32,10
numpy.asarray(a=numpy.ma.core.MaskedArray),6
numpy.ma.array,16
numpy.min_scalar_type(list[numpy.int64]),1
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.integer])",3
"numpy.promote_types(numpy.dtype, Type[numpy.float32])",4
numpy.ma.core.getmask(a=list[numpy.int64]),1
"numpy.ma.core.array(copy=numpy.bool_, data=numpy.ndarray, dtype=numpy.dtype, mask=builtins.bool)",1
numpy.iterable(y=numpy.int64),3
numpy.asarray(a=list[numpy.int64]),2
numpy.ndarray -= numpy.float64,9
numpy.ndarray /= numpy.float64,10
"numpy.ma.core.array(copy=numpy.bool_, data=numpy.ndarray, mask=builtins.bool)",2
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float64]])",1
numpy.ndarray <= int,18
numpy.ndarray * int,43
numpy.ndarray ** float,11
"numpy.searchsorted(a=numpy.ndarray, v=numpy.ndarray)",1
numpy.ndarray / numpy.ndarray,35
numpy.ndarray * numpy.ndarray,121
"numpy.clip(a=numpy.ndarray, a_max=float, a_min=float)",2
"numpy.array(list[tuple[numpy.float64, int, int]])",1
"numpy.ndarray[int] = tuple[float, float, float, float]",3
numpy.ma.core.is_masked(x=numpy.ma.core.MaskedArray),4
numpy.any(a=numpy.ma.core.MaskedArray),1
"numpy.array(numpy.ma.core.MaskedArray, copy=builtins.bool)",1
numpy.ndarray == int,24
numpy.clip,5
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.int])",14
numpy.ndarray.take,1
numpy.atleast_1d(arys=tuple[list]),1
"numpy.array(list[int], dtype=numpy.dtype)",1
"numpy.asarray(a=list[int], dtype=Type[builtins.float])",1
"numpy.nextafter(float, float)",2
"numpy.array(list[Union[float, numpy.float64]])",6
numpy.ndarray / int,42
"numpy.linspace(num=int, start=int, stop=int)",48
numpy.sin(numpy.ndarray),54
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int)",11
"numpy.array(tuple[int, int, int, float], dtype=Type[builtins.float])",1
"numpy.column_stack(tup=list[list[Union[float, float, int]]])",3
"numpy.asanyarray(a=tuple[numpy.float64, numpy.float64])",2
"numpy.asarray(a=list[numpy.ndarray], dtype=Type[builtins.float])",2
numpy.ndarray + list[numpy.float64],3
int <= numpy.float64,6
"numpy.asanyarray(a=tuple[tuple[numpy.float64, numpy.float64], tuple[numpy.float64, numpy.float64]])",2
"numpy.asarray(a=list[tuple[numpy.float64, numpy.float64]], dtype=Type[builtins.float])",2
numpy.uint8 == numpy.uint8,2
numpy.float64 ** int,8
numpy.numpy.bool_ool_ != numpy.bool_,2
numpy.numpy.bool_ool_ == numpy.bool_,3
"numpy.hypot(numpy.float64, numpy.float64)",8
numpy.numpy.bool_ool_ ^ numpy.bool_,3
numpy.ndarray + numpy.ndarray,148
"numpy.concatenate(list[Union[list[numpy.ndarray], numpy.ndarray]])",3
"numpy.concatenate(list[Union[list[numpy.uint8], numpy.ndarray]])",3
"numpy.asarray(a=list[tuple[numpy.float64, numpy.float64]])",3
numpy.float64 ** float,4
numpy.iterable(y=builtins.bool),3
numpy.concatenate,5
"numpy.append(arr=numpy.ndarray, values=numpy.ndarray)",1
float + numpy.float64,31
"numpy.arctan2(numpy.float64, numpy.float64)",4
numpy.absolute(float),4
"numpy.array_equal(a1=numpy.ndarray, a2=numpy.ndarray)",1
numpy.float64 -= float,7
"numpy.asarray(a=list[tuple[numpy.float64, Union[float, numpy.float64]]], dtype=Type[builtins.float])",1
"numpy.asarray(a=list[tuple[Union[float, numpy.float64], Union[float, numpy.float64]]], dtype=Type[builtins.float])",1
numpy.float64 * numpy.ndarray,30
"numpy.concatenate(list[Union[list[tuple[float, float]], numpy.ndarray]], axis=int)",1
"numpy.asarray(a=list[tuple[Union[float, numpy.float64], float]], dtype=Type[builtins.float])",1
"numpy.ndarray[slinumpy.uint8e[int, int, NoneType]] = numpy.uint8",4
"numpy.asanyarray(a=tuple[tuple[float, float], tuple[float, float]])",1
"numpy.hypot(float, float)",1
"numpy.concatenate(list[Union[list[tuple[numpy.float64, numpy.float64]], numpy.ndarray]])",2
numpy.linalg.inv(a=numpy.ndarray),2
numpy.iterable(y=list[builtins.bool]),2
"numpy.array(list[list[Union[float, float, int]]], Type[builtins.float])",2
"numpy.iterable(y=list[Union[float, int]])",14
"numpy.hstack(tup=tuple[numpy.ndarray, numpy.ndarray, numpy.float64])",1
"numpy.asarray(a=list[Union[float, int]])",10
numpy.float64 != int,12
"numpy.asanyarray(a=tuple[tuple[int, int], tuple[float, float]])",1
"numpy.concatenate(list[list[tuple[numpy.float64, numpy.float64]]])",2
numpy.ndarray <= float,10
numpy.concatenate(list[list[numpy.uint8]]),2
"numpy.clip(a=int, a_max=int, a_min=int)",3
float / numpy.int64,4
numpy.ndarray >= numpy.float64,6
"numpy.asanyarray(a=tuple[tuple[float, int], tuple[float, int]])",1
"numpy.asarray(a=list[Union[numpy.ndarray, tuple[numpy.float64, numpy.float64]]], dtype=Type[builtins.float])",1
"numpy.asanyarray(a=tuple[tuple[float, int], tuple[float, float]])",1
numpy.pi,101
numpy.deg2rad(int),4
numpy.atleast_1d(arys=tuple[numpy.ndarray]),10
numpy.atleast_3d(arys=tuple[numpy.ndarray]),1
"numpy.array(tuple[numpy.ndarray, numpy.ndarray], dtype=Type[builtins.float])",1
"numpy.array(list[Union[list[numpy.float64], numpy.ndarray]])",1
numpy.ndarray -= int,4
numpy.ndarray += float,8
"numpy.ndarray[slifloate[int, NoneType, int]] = float",1
numpy.ndarray.transpose(numpy.ndarray),2
numpy.asarray(a=int),4
"numpy.array(list[tuple[float, float, float, float]], Type[builtins.float])",1
"numpy.asarray(a=list[Union[list[numpy.float64], numpy.ndarray]], dtype=Type[builtins.float])",1
numpy.asarray(a=matplotlib.transforms.Bbox),1
numpy.ndarray.flatten(numpy.ndarray),25
numpy.ones(shape=int),25
numpy.cos(numpy.ndarray),34
"numpy.vstack(tup=tuple[numpy.ndarray, numpy.ndarray])",5
numpy.empty(tuple[int]),1
"numpy.full(dtype=Type[numpy.uint8], fill_value=numpy.uint8, shape=int)",2
"numpy.empty(tuple[int, int])",2
"numpy.ndarray + tuple[numpy.float64, float]",2
"numpy.ndarray[slinumpy.ndarraye[int, int, NoneType]] = numpy.ndarray",11
"numpy.linspace(num=int, start=float, stop=float)",32
numpy.floating,1
numpy.float64uiltins.numpy.float64ytes % numpy.float64,2
numpy.ndarray + list[list[float]],1
"numpy.asanyarray(a=list[tuple[float, float]], dtype=Type[builtins.float])",1
"numpy.column_stack(tup=tuple[numpy.ndarray, numpy.ndarray])",7
numpy.ma.core.MaskedArray.mask,23
numpy.ma.core.MaskedArray.min,1
numpy.ma.core.MaskedArray.max,1
"numpy.vstack(tup=tuple[numpy.ma.core.MaskedArray, numpy.ma.core.MaskedArray])",1
numpy.ma.core.masked_invalid(a=numpy.ndarray),13
numpy.ma.core.MaskedArray.min(axis=int),1
numpy.ma.core.MaskedArray.max(axis=int),1
"numpy.asarray(a=numpy.ma.core.MaskedArray, dtype=Type[builtins.float])",2
numpy.sin(int),2
numpy.full,7
"numpy.empty(int, Type[numpy.uint8])",1
"numpy.ndarray[slinumpy.uint8e[int, NoneType, int]] = numpy.uint8",6
numpy.cos(int),2
numpy.ma.core.MaskedArray.dtype,14
numpy.ma.core.MaskedArray.shape,48
numpy.array(list[list[float]]),17
"numpy.minimum(numpy.float64, numpy.float64)",2
numpy.ma.core.MaskedArray.max(self=numpy.ma.core.MaskedArray),11
numpy.float64,46
"numpy.array(numpy.ma.core.MaskedArray, dtype=Type[numpy.float32])",1
numpy.float64(x=numpy.int64),1
numpy.int64 + numpy.float64,8
Type[numpy.float32] == Type[numpy.float64],1
numpy.float64 > numpy.int64,1
"numpy.generic.astype(numpy.int64, Type[numpy.float32])",2
numpy.ndarray /= float,4
"numpy.zeros(tuple[int, int], numpy.dtype)",1
numpy.ndarray *= float,8
"numpy.ones_like(a=numpy.ma.core.MaskedArray, dtype=Type[numpy.float32])",1
numpy.isnan(numpy.ndarray),7
numpy.dtype.type,1
"numpy.ma.core.array(copy=numpy.ndarray, data=numpy.ndarray, mask=builtins.bool)",2
numpy.ma.core.asarray(a=numpy.ma.core.MaskedArray),6
"numpy.array(tuple[tuple[float, int, int], tuple[float, int, int], tuple[float, int, int], tuple[float, int, int], tuple[int, float, float]])",1
"numpy.array(tuple[tuple[float, int, int], tuple[float, int, int], tuple[float, int, int], tuple[float, int, int], tuple[float, int, int], tuple[int, int, int]])",1
"numpy.array(tuple[tuple[float, float, float], tuple[float, int, int], tuple[float, int, int], tuple[float, int, int], tuple[int, int, int]])",1
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.float32])",1
numpy.int64 + float,6
numpy.float64 - numpy.int64,3
int + numpy.int64,7
numpy.int64 - numpy.ndarray,2
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, list[numpy.int64], numpy.float64, numpy.ndarray, NoneType])",1
numpy.int64 + numpy.int64,9
"numpy.array(tuple[numpy.int64, numpy.int64, numpy.float64, numpy.int64], dtype=Type[builtins.float])",1
"numpy.asarray(a=list[tuple[int, int]], dtype=Type[builtins.float])",1
numpy.sort(a=numpy.ndarray),4
numpy.concatenate(list[list]),2
"numpy.concatenate(list[Union[list, list[numpy.int64]]])",2
numpy.ndarray[numpy.int64],13
numpy.iterable(y=list),18
"numpy.asarray(a=list, dtype=Type[builtins.float])",1
numpy.iterable(y=matplotlib.lines.Line2D),1
numpy.iterable(y=list[NoneType]),1
numpy.iterable(y=matplotlib.spines.Spine),1
numpy.iterable(y=Type[matplotlib.tests.test_artist.test_artist_inspector]),1
numpy.log10(numpy.float64),14
"numpy.arange(numpy.float64, numpy.float64, numpy.float64)",2
numpy.isclose,3
numpy.float64 % int,8
"numpy.isclose(a=numpy.float64, b=list[float])",1
numpy.float64 // numpy.float64,2
"numpy.ma.core.masked_invalid(a=numpy.ndarray, copy=builtins.bool)",7
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.float], copy=builtins.bool)",1
numpy.ma.core.MaskedArray.min(self=numpy.ma.core.MaskedArray),9
numpy.min,5
"numpy.amax(a=numpy.ndarray, axis=int)",3
"numpy.asarray(a=tuple[tuple[numpy.float64, numpy.float64], tuple[numpy.float64, numpy.float64]])",1
"numpy.ma.core.array(data=list[NoneType], dtype=Type[builtins.float], mask=list[builtins.bool])",1
numpy.float,2
numpy.float64 += int,6
numpy.tan(numpy.float64),3
-numpy.ndarray,46
"numpy.empty(tuple[int, int], Type[builtins.float])",1
"numpy.ndarray[tuple[slinumpy.ndarraye[int, int, int], int]] = numpy.ndarray",6
numpy.rad2deg(numpy.float64),11
numpy.deg2rad(numpy.float64),9
"numpy.ndarray[tuple[int, slice[NoneType, NoneType, NoneType]]]",10
"numpy.hstack(tup=list[Union[list[numpy.uint8], numpy.ndarray]])",1
"numpy.asarray(a=tuple[float, float])",2
numpy.ma.core.MaskedArray.data,12
"numpy.ndarray[tuple[int, int]] = int",5
numpy.deg2rad(list[int]),4
numpy.rad2deg(numpy.ndarray),3
int - numpy.float64,29
"numpy.deg2rad(list[Union[int, numpy.float64]])",1
numpy.sqrt(numpy.float64),6
"numpy.linspace(endpoint=builtins.bool, num=int, start=numpy.float64, stop=numpy.float64)",1
numpy.ndarray[int] = list[numpy.float64],1
"numpy.vstack(tup=list[Union[numpy.ndarray, tuple[int, int]]])",1
"numpy.hstack(tup=list[Union[numpy.ndarray, numpy.uint8]])",1
numpy.ndarray *= numpy.float64,4
numpy.ndarray += numpy.ndarray,31
numpy.transpose(a=numpy.ndarray),2
numpy.nan,43
numpy.ndarray - numpy.float64,11
numpy.sign(numpy.float64),1
numpy.ndarray >= int,6
"numpy.where(numpy.ndarray, numpy.ndarray, float)",1
numpy.deg2rad(list[numpy.float64]),1
numpy.asarray(a=list[numpy.float64]),10
"numpy.interp(fp=numpy.ndarray, x=numpy.ndarray, xp=numpy.ndarray)",5
"numpy.where(numpy.ndarray, numpy.ndarray, numpy.ma.core.MaskedArray)",1
not numpy.bool_,7
numpy.atleast_1d(arys=tuple[list[matplotlib.testing.jpl_units.UnitDbl.UnitDbl]]),1
numpy.iterable(y=matplotlib.testing.jpl_units.UnitDbl.UnitDbl),3
numpy.deg2rad(list[float]),2
"numpy.ma.core.MaskedArray.reshape(s=tuple[tuple[int, int]], self=numpy.ma.core.MaskedArray)",3
"numpy.deg2rad(list[Union[float, numpy.float64]])",1
"numpy.vstack(tup=list[Union[list[Union[numpy.ndarray, tuple[int, int]]], numpy.ndarray]])",1
"numpy.ndarray[tuple[int, int]] = builtins.bool",5
"numpy.ndarray[tuple[int, int]] = NoneType",4
"numpy.asarray(a=list[float], dtype=Type[builtins.float])",2
"numpy.ndarray[tuple[int, int]] = matplotlib.axes._subplots.PolarAxesSubplot",1
float == numpy.float64,3
"numpy.ndarray[tuple[int, int]] = float",9
"numpy.asarray(a=list[decimal.Decimal], dtype=Type[builtins.float])",1
numpy.iterable(y=decimal.Decimal),1
"numpy.array(tuple[numpy.float64, numpy.int64, numpy.float64, numpy.float64], dtype=Type[builtins.float])",1
