function,count
numpy.<numpy.vectorize object at 0x7f8978768d90>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897874c430>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897874c130>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897874c4f0>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897874c700>(args=tuple[numpy.ndarray]),1
numpy.str_,1
"numpy.vectorize(otypes=list[Type[numpy.str_]], pyfunc=builtins.function)",1
numpy.<numpy.vectorize object at 0x7f897874ce20>(args=tuple[numpy.ndarray]),1
numpy.ndarrayuiltins.numpy.ndarrayool | numpy.ndarray,1
numpy.<numpy.vectorize object at 0x7f89787617c0>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f8978761b20>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f8978771340>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f8978771370>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f8978771190>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f89787714f0>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f8978771be0>(args=tuple[numpy.ndarray]),1
*numpy.ndarray,28
"builtins.str.find(numpy.str_, numpy.str_)",1
numpy.<numpy.vectorize object at 0x7f8978771ee0>(args=tuple[numpy.ndarray]),1
"builtins.str.rfind(numpy.str_, numpy.str_)",1
numpy.<numpy.vectorize object at 0x7f8978771d30>(args=tuple[numpy.ndarray]),1
"builtins.str.find(numpy.str_, numpy.str_, int)",1
numpy.<numpy.vectorize object at 0x7f89787704c0>(args=tuple[numpy.ndarray]),1
"builtins.str.rfind(numpy.str_, numpy.str_, int)",1
numpy.<numpy.vectorize object at 0x7f8978770670>(args=tuple[numpy.ndarray]),1
"builtins.str.find(numpy.str_, numpy.str_, int, int)",1
numpy.<numpy.vectorize object at 0x7f89787703d0>(args=tuple[numpy.ndarray]),1
"builtins.str.rfind(numpy.str_, numpy.str_, int, int)",1
numpy.<numpy.vectorize object at 0x7f8978770a00>(args=tuple[numpy.ndarray]),1
"builtins.bytes.find(numpy.bytes_, numpy.bytes_)",1
numpy.<numpy.vectorize object at 0x7f8978770b20>(args=tuple[numpy.ndarray]),1
"builtins.bytes.rfind(numpy.bytes_, numpy.bytes_)",1
numpy.<numpy.vectorize object at 0x7f8978770970>(args=tuple[numpy.ndarray]),1
"builtins.bytes.find(numpy.bytes_, numpy.bytes_, int)",1
numpy.<numpy.vectorize object at 0x7f8978770b50>(args=tuple[numpy.ndarray]),1
"builtins.bytes.rfind(numpy.bytes_, numpy.bytes_, int)",1
numpy.<numpy.vectorize object at 0x7f8978770a60>(args=tuple[numpy.ndarray]),1
"builtins.bytes.find(numpy.bytes_, numpy.bytes_, int, int)",1
numpy.<numpy.vectorize object at 0x7f897876e400>(args=tuple[numpy.ndarray]),1
"builtins.bytes.rfind(numpy.bytes_, numpy.bytes_, int, int)",1
numpy.<numpy.vectorize object at 0x7f897876e310>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897876e0a0>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897876e7f0>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897876ea30>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897876ebe0>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897876ed30>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f897876eaf0>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f898928d220>(args=tuple[numpy.ndarray]),1
"numpy.str_[slice[int, int, int]]",1
"numpy.str_[slice[NoneType, NoneType, int]]",1
"numpy.slice[int, int, int]ytes_[slice[int, int, int]]",1
"numpy.slice[NoneType, NoneType, int]ytes_[slice[NoneType, NoneType, int]]",1
numpy.str_ += str,1
numpy.str_ += numpy.str_,1
numpy.builtins.bytesytes_ += builtins.bytes,1
numpy.numpy.bytes_ytes_ += numpy.bytes_,1
numpy.<numpy.vectorize object at 0x7f89892ae880>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f89892aeca0>(args=tuple[numpy.ndarray]),1
numpy.bytes_,1
"numpy.vectorize(otypes=list[Type[numpy.bytes_]], pyfunc=builtins.function)",1
numpy.ndarray.tolist(numpy.ndarray),7
numpy.asarray(a=list[builtins.bytes]),1
numpy.<numpy.vectorize object at 0x7f89892b4580>(args=tuple[numpy.ndarray]),1
numpy.<numpy.vectorize object at 0x7f89892aedf0>(args=tuple[numpy.ndarray]),1
numpy.random.mtrand.RandomState(NoneType),1
float * numpy.ndarray,13
numpy.random.mtrand.RandomState.normal,1
numpy.array,63
numpy.ndarray.flags,4
numpy.asarray(a=float),3
numpy.asarray(a=builtins.bytes),2
numpy.number,3
numpy.ndarray[int],43
numpy.unique(ar=numpy.ndarray),5
numpy.dtype(str),31
"numpy.timedelta64(int, str)",14
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.int])",6
numpy.all(a=numpy.ndarray),8
"numpy.array(numpy.ndarray, dtype=Type[numpy.int64])",1
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.floating])",6
numpy.bool,2
numpy.nan,184
numpy.dtype == Type[builtins.bool],8
numpy.floating,10
numpy.float64(x=float),2
numpy.atleast_1d(arys=tuple[numpy.float64]),1
"builtins.str.encode(encoding=str, self=numpy.str_)",1
"numpy.array(numpy.ndarray, copy=Type[numpy.bytes_], dtype=builtins.bool, order=str)",1
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int])",20
numpy.dtype.itemsize,9
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.integer])",6
numpy.float64,11
numpy.dtype(Type[numpy.float64]),2
numpy.prod(a=tuple[int]),3
numpy.cumprod(a=tuple[int]),1
numpy.argmax(a=numpy.ndarray),3
"numpy.lituple[int, numpy.ndarray].index_tricks.RClass[tuple[int, numpy.ndarray]]",1
float / numpy.int64,1
int - numpy.int64,2
"tuple[slice[NoneType, NoneType, NoneType]] * numpy.int64",1
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], builtins.ellipsis]]",1
"numpy.array(numpy.ndarray, copy=numpy.dtype, dtype=builtins.bool)",1
numpy.ndarray.flat,4
"numpy.ndarray[tuple[slice[int, NoneType, NoneType], builtins.ellipsis]]",1
numpy.ravel(a=numpy.ndarray),6
numpy.concatenate(list[list[int]]),3
numpy.ndarray.max(numpy.ndarray),5
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.float64])",3
numpy.int64,20
numpy.dtype.isnative,2
numpy.ravel(a=NoneType),1
numpy.ravel(a=numpy.float64),1
numpy.dtype != str,2
numpy.dtype(Type[builtins.object]),4
numpy.complexfloating,3
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.complexfloating])",1
numpy.asarray(a=xarray.core.indexing.LazilyOuterIndexedArray),4
numpy.asarray(a=xarray.core.indexing.NumpyIndexingAdapter),3
numpy.ndarray.min(numpy.ndarray),5
numpy.ndarray * int,8
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int64])",1
"builtins.bytes.decode(encoding=str, self=numpy.bytes_)",1
"numpy.array(list[str], dtype=Type[builtins.object])",4
numpy.isscalar(element=xarray.core.indexing.CopyOnWriteArray),1
numpy.isnan(numpy.ndarray),3
numpy.asarray(a=xarray.core.indexing.MemoryCachedArray),2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], builtins.ellipsis]]",1
"numpy.asarray(a=xarray.core.indexing.NumpyIndexingAdapter, dtype=NoneType)",3
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], builtins.ellipsis]]",1
numpy.ndarray[tuple[builtins.ellipsis]],2
numpy.numpy.bool_ool_ | numpy.bool_,2
"numpy.array(numpy.ndarray, copy=str, order=builtins.bool)",1
"numpy.ndarray.view(numpy.ndarray, str)",2
"numpy.ndarray.reshape(numpy.ndarray, tuple)",8
numpy.ndarray | numpy.bool_,1
"numpy.asarray(a=xarray.coding.variables._ElementwiseFunctionArray, dtype=NoneType)",2
numpy.generic.all(numpy.bool_),7
"numpy.array(list[builtins.bytes], dtype=Type[builtins.bytes])",1
numpy.string_,2
numpy.ndarray >= int,3
numpy.r_,3
numpy.ndarray[numpy.int64],1
numpy.ceil(numpy.float64),1
tuple[int] * numpy.int64,1
"numpy.flatiter[slice[NoneType, int, NoneType]]",2
"numpy.isclose(a=numpy.ndarray, atol=float, b=numpy.ndarray, equal_nan=builtins.bool, rtol=float)",1
numpy.random,130
"numpy.random.mtrand.RandomState.normal(numpy.random.mtrand.RandomState, size=tuple[int, int])",1
"numpy.array(list[int], dtype=str)",10
numpy.flagsobj.writeable,2
numpy.diff(a=numpy.ndarray),3
numpy.dtype == numpy.dtype,38
numpy.ndarray / numpy.timedelta64,3
"numpy.generic.astype(numpy.timedelta64, str)",2
pandas.core.indexes.timedeltas.TimedeltaIndex / numpy.timedelta64,1
numpy.asarray(a=xarray.core.indexing.CopyOnWriteArray),2
"numpy.asarray(a=xarray.core.indexing.LazilyOuterIndexedArray, dtype=NoneType)",1
"numpy.prod(a=tuple[int, int])",4
numpy.set_printoptions,2
"numpy.array(list[float], dtype=Type[builtins.object])",3
"numpy.array(list[builtins.bytes], dtype=Type[builtins.object])",1
"numpy.array(list[Union[float, str]], dtype=Type[builtins.object])",4
numpy.ndarray.any(numpy.ndarray),7
numpy.array(float),5
"numpy.empty(tuple[int], numpy.dtype)",1
numpy.ndarray[numpy.ndarray] = numpy.float64,1
numpy.ndarray.size,24
numpy.ndarray[tuple[int]],2
"numpy.dtype(str, metadata=dict)",1
numpy.dtype,17
numpy.dtype.metadata,3
numpy.ndarray[builtins.ellipsis] = numpy.ndarray,1
~numpy.ndarray,4
numpy.ndarray[numpy.ndarray] = str,1
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.bytes_])",1
numpy.ceil(float),1
numpy.asarray(a=xarray.core.variable.Variable),9
numpy.cumsum(a=list[int]),1
numpy.ndarray > int,6
numpy.isscalar(element=numpy.ndarray),2
"numpy.flatiter[slice[int, NoneType, NoneType]]",2
"numpy.ndarray[tuple[int, builtins.ellipsis]] = numpy.ndarray",1
"numpy.concatenate(list[list[Union[float, int]]])",1
numpy.prod(a=tuple),1
numpy.asarray(a=xarray.core.indexing.ImplicitToExplicitIndexingAdapter),3
"numpy.asarray(a=xarray.backends.scipy_.ScipyArrayWrapper, dtype=NoneType)",1
numpy.numpy.bool_ool_ & numpy.bool_,1
"numpy.timedelta64(numpy.ndarray, str)",1
"numpy.array(list[float], dtype=str)",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], builtins.ellipsis]]",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], builtins.ellipsis]]",1
"numpy.dtype in tuple[str, Type[builtins.str]]",1
numpy.dtype != numpy.dtype,1
numpy.float32(float),12
numpy.around(a=numpy.ndarray),1
numpy.ndarray.astype,5
numpy.atleast_1d(arys=tuple[numpy.float32]),1
numpy.ravel(a=numpy.float32),1
numpy.asarray(a=int),3
numpy.float32,18
numpy.dtype(Type[numpy.float32]),3
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.int64])",2
numpy.ndarray.reshape,3
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray]]",6
numpy.ndarray[tuple[numpy.ndarray]],3
"numpy.arange(int, int, int)",10
numpy.isscalar(element=xarray.core.indexing.LazilyOuterIndexedArray),1
numpy.arange,25
"numpy.broadcast(numpy.ndarray, numpy.ndarray)",3
"numpy.moveaxis(a=numpy.ndarray, destination=numpy.ndarray, source=numpy.ndarray)",2
numpy.broadcast,4
numpy.broadcast.shape,4
"numpy.broadcast_arrays(args=tuple[numpy.ndarray, numpy.ndarray])",1
numpy.broadcast_arrays,1
numpy.isscalar(element=xarray.core.indexing.LazilyVectorizedIndexedArray),1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], numpy.ndarray]]",2
int + numpy.ndarray,11
"numpy.asarray(a=xarray.core.indexing.LazilyVectorizedIndexedArray, dtype=NoneType)",1
numpy.asarray(a=list[list[int]]),3
numpy.broadcast(numpy.ndarray),3
numpy.sign(int),1
numpy.int64 <= int,3
"numpy.ndarray.transpose(numpy.ndarray, list[int])",2
"numpy.ndarray[tuple[slice[int, int, int], builtins.ellipsis]]",1
numpy.dtype != Type[builtins.object],1
numpy.array(str),1
"numpy.ndarray[tuple[int, slice[NoneType, NoneType, NoneType], builtins.ellipsis]]",1
numpy.array(int),7
"numpy.ndarray[tuple[slice[NoneType, NoneType, int], slice[NoneType, NoneType, NoneType], builtins.ellipsis]]",1
numpy.isscalar(element=str),1
"numpy.asarray(a=str, dtype=numpy.dtype)",1
"numpy.ndarray[tuple[int, int]]",5
"numpy.ndarray[slice[int, int, int]]",5
numpy.int64 + int,6
"numpy.reshape(a=numpy.ndarray, newshape=tuple[int, int, int])",1
"numpy.ndarray[tuple[slice[int, int, int], numpy.ndarray]]",1
numpy.ndarray.transpose,1
numpy.asarray(a=xarray.core.indexing.LazilyVectorizedIndexedArray),2
numpy.nonzero(a=numpy.ndarray),3
numpy.ndarray.nonzero(numpy.ndarray),2
numpy.NaN,4
numpy.sum,5
"numpy.sum(a=numpy.ndarray, axis=tuple[int])",1
numpy.atleast_1d(arys=tuple[tuple[int]]),1
numpy.ndarray % int,2
int in numpy.ndarray,3
numpy.ndarray += numpy.ndarray,1
int += numpy.int64,1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, int], builtins.ellipsis]]",1
numpy.isscalar(element=xarray.core.indexing.NumpyIndexingAdapter),1
numpy.asarray(a=xarray.core.variable.IndexVariable),5
numpy.ndarray - int,8
numpy.int64 // int,1
-numpy.int64,1
numpy.float,3
"numpy.array(list[Union[builtins.bytes, float]], dtype=Type[builtins.object])",2
numpy.bytes_(builtins.bytes),1
numpy.asarray(a=numpy.bytes_),2
"numpy.result_type(numpy.ndarray, numpy.ndarray)",1
"numpy.ndarray.astype(numpy.ndarray, numpy.dtype, copy=builtins.bool)",3
numpy.ndarray == numpy.bytes_,1
"numpy.where(numpy.ndarray, float, numpy.ndarray)",3
numpy.object_(builtins.bytes),1
numpy.ndarray -= int,1
numpy.int8(int),1
numpy.asarray(a=numpy.int8),1
numpy.atleast_1d(arys=tuple[numpy.int32]),1
numpy.uint8(numpy.int32),1
numpy.ndarray == numpy.uint8,1
numpy.ndarray += numpy.int32,1
numpy.atleast_1d(arys=tuple[int]),3
numpy.atleast_1d(arys=tuple[numpy.int8]),1
numpy.ravel(a=numpy.int8),1
"numpy.array(xarray.coding.variables._ElementwiseFunctionArray, copy=Type[numpy.float32], dtype=builtins.bool)",1
"numpy.asarray(a=xarray.core.indexing.NumpyIndexingAdapter, dtype=numpy.dtype)",1
numpy.ndarrayuiltins.numpy.ndarrayool |= numpy.ndarray,1
numpy.ndarray *= numpy.float32,1
"numpy.array(list[float], dtype=Type[numpy.float32])",4
"numpy.asarray(a=list[int], dtype=str)",3
"numpy.ndarray.astype(numpy.ndarray, copy=Type[numpy.float32], dtype=builtins.bool)",1
numpy.ndarray /= numpy.float32,1
numpy.result_type(numpy.ndarray),2
numpy.result_type,1
"numpy.where(numpy.ndarray, numpy.ndarray, numpy.ndarray)",3
numpy.ndarray[builtins.ellipsis],1
"numpy.ndarray.astype(numpy.ndarray, dtype=numpy.dtype)",1
numpy.ndarray == numpy.int8,1
numpy.ndarray == numpy.int32,1
numpy.int16(int),1
numpy.asarray(a=numpy.int16),1
numpy.atleast_1d(arys=tuple[numpy.int16]),1
numpy.ravel(a=numpy.int16),1
numpy.ravel(a=numpy.int32),1
"numpy.arange(int, int, dtype=Type[builtins.float])",1
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int])",8
numpy.arange(float),12
numpy.pi,8
numpy.asarray(a=list[float]),4
numpy.str_ in builtins.set,8
numpy.str_ in tuple[str],1
numpy.str_ in dict,12
str in numpy.str_,1
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], slinumpy.ndarraye[NoneType, NoneType, NoneType], builtins.ellipsis]] = numpy.ndarray",1
"numpy.ndarray[tuple[slice[int, int, NoneType], slice[NoneType, NoneType, NoneType], builtins.ellipsis]]",1
numpy.asarray(a=str),3
numpy.get_printoptions(),2
"numpy.set_printoptions(edgeitems=int, linewidth=int, precision=int, threshold=int)",1
"numpy.set_printoptions(edgeitems=int, floatmode=str, formatter=NoneType, infstr=str, kwarg=dict, linewidth=int, nanstr=str, precision=int, sign=str, suppress=builtins.bool, threshold=int)",1
numpy.ndarray[numpy.ndarray] = builtins.bytes,1
numpy.dtype(Type[builtins.float]),2
"numpy.datetime64(int, str)",1
"numpy.concatenate(list[Union[list[int], numpy.ndarray]])",1
"numpy.datetime64(numpy.ndarray, str)",1
numpy.asarray(a=numpy.timedelta64),2
numpy.timedelta64 / numpy.timedelta64,3
"numpy.where(numpy.bool_, float, numpy.float64)",2
numpy.atleast_1d(arys=tuple[numpy.ndarray]),3
"numpy.ndarray.astype(numpy.ndarray, copy=str, dtype=builtins.bool)",1
numpy.broadcast_arrays(args=tuple[numpy.ndarray]),1
"numpy.ndarray[slice[NoneType, int, NoneType]]",9
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], numpy.ndarray]]",2
"numpy.ndarray[tuple[int, int, builtins.ellipsis]]",1
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int, int)",61
"numpy.ndarray[tuple[int, int]] = float",4
numpy.zeros,5
"numpy.zeros(int, dtype=Type[numpy.int64])",1
numpy.logical_not(numpy.ndarray),4
numpy.prod(a=list[int]),1
numpy.ndarray == numpy.int64,7
numpy.ndarray + int,10
numpy.int64 - numpy.int64,2
numpy.ravel(a=builtins.bytes),1
numpy.int32(numpy.int8),1
"numpy.ndarray.astype(numpy.ndarray, numpy.dtype)",5
numpy.ravel(a=numpy.uint8),1
"numpy.asarray(a=xarray.coding.variables._ElementwiseFunctionArray, dtype=numpy.dtype)",1
"numpy.array(list[Union[float, int]], dtype=Type[numpy.float32])",2
numpy.int16(list[int]),1
numpy.ndarray == numpy.int16,1
"numpy.arange(int, int, dtype=str)",3
"numpy.arange(int, dtype=str)",4
"numpy.arange(float, dtype=str)",1
"numpy.str_ in tuple[str, str]",1
"numpy.ndarray[tuple[NoneType, NoneType]]",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[int, int, NoneType], builtins.ellipsis]]",1
numpy.atleast_1d(arys=tuple[list[list[int]]]),1
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int)",46
"numpy.ndarray[tuple[slice[int, int, NoneType], builtins.ellipsis]]",1
numpy.result_type(dask.array.core.Array),2
numpy.ndarray & dask.array.core.Array,1
"numpy.ndarray[slice[int, int, NoneType]]",6
"numpy.asarray(a=xarray.core.indexing.CopyOnWriteArray, dtype=NoneType)",1
numpy.ndarray == dask.array.core.Array,2
"numpy.result_type(dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array, dask.array.core.Array)",1
int * numpy.ndarray,9
"numpy.concatenate(list[numpy.ndarray], axis=int)",2
"numpy.broadcast_to(array=numpy.ndarray, shape=tuple[int, int])",1
dask.array.core.Array & numpy.ndarray,1
"numpy.ndarray[tuple[slice[int, int, int], slice[int, int, int], builtins.ellipsis]]",1
"numpy.result_type(numpy.ndarray, dask.array.core.Array)",1
"numpy.result_type(dask.array.core.Array, dask.array.core.Array)",1
dask.array.core.Array | numpy.ndarray,1
not numpy.bool_,3
numpy.array(list[int]),27
"numpy.datetime64(str, str)",9
"numpy.asarray(a=list[Union[float, int]])",2
numpy.asarray(a=numpy.float32),2
numpy.float64(x=numpy.float32),1
numpy.asarray(a=numpy.float64),2
numpy.float64(x=numpy.float64),1
numpy.float64.dtype,3
numpy.ndarray == numpy.float64,4
numpy.ndarray |= numpy.ndarray,1
numpy.asarray(a=xarray.coding.variables._ElementwiseFunctionArray),2
numpy.array(list[list[int]]),7
numpy.ravel(a=int),1
numpy.int64(int),4
numpy.asarray(a=numpy.int64),4
numpy.dtype == Type[numpy.float32],7
numpy.ndarray *= int,1
numpy.ndarray /= int,1
"numpy.array(xarray.core.indexing.NumpyIndexingAdapter, copy=Type[numpy.float32], dtype=builtins.bool)",1
"numpy.array(list, dtype=Type[builtins.object])",1
"numpy.array(list[str], dtype=numpy.dtype)",1
numpy.asarray(a=xarray.coding.strings.StackedBytesArray),1
numpy.array(list[list[builtins.bytes]]),3
"numpy.array(list[list[builtins.bytes]], dtype=str)",2
"numpy.array(list[builtins.bytes], dtype=str)",1
numpy.array(builtins.bytes),1
"numpy.testing._private.utils.assert_array_equal(x=numpy.ndarray, y=xarray.coding.strings.StackedBytesArray)",1
"numpy.ndarray[tuple[numpy.ndarray, slice[NoneType, NoneType, NoneType]]]",2
numpy.array(list[builtins.bytes]),3
numpy.ndarray.T,20
"numpy.zeros(tuple[int], dtype=Type[numpy.bytes_])",1
numpy.asarray(a=pandas.core.indexes.datetimes.DatetimeIndex),9
float * numpy.timedelta64,1
"numpy.where(builtins.bool, float, numpy.float64)",1
