function,count
"numpy.ndarray[slilist[Union[float, str]]e[NoneType, NoneType, NoneType]] = list[Union[float, str]]",2
numpy.dtype == Type[numpy.bool_],25
numpy.asarray,87
"numpy.array(numpy.ndarray, copy=numpy.dtype, dtype=builtins.bool)",3
numpy.bool,41
"numpy.asarray(a=numpy.ndarray, dtype=Type[builtins.object])",9
*numpy.ndarray,150
~numpy.ndarray,131
numpy.sort(a=numpy.ndarray),23
"numpy.array(numpy.ndarray, copy=builtins.bool)",8
"numpy.ndarray.view(numpy.ndarray, str)",56
numpy.dtype == str,170
numpy.ndim(a=list[pandas._libs.tslibs.timestamps.Timestamp]),1
"numpy.array(numpy.ndarray, copy=Type[numpy.object_], dtype=builtins.bool)",2
numpy.dtype == numpy.dtype,64
numpy.number,20
"numpy.ndarray.astype(numpy.ndarray, str, copy=builtins.bool)",23
numpy.float64 * int,17
"numpy.ndarray[slilist[pandas._libs.tslibs.period.Period]e[NoneType, NoneType, NoneType]] = list[pandas._libs.tslibs.period.Period]",1
"numpy.array(numpy.ndarray, copy=str, dtype=builtins.bool)",2
numpy.nonzero(a=numpy.ndarray),7
"numpy.ndarray.argsort(numpy.ndarray, kind=str)",5
numpy.concatenate(list[numpy.ndarray]),38
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.int64])",5
"numpy.ndarray.take(numpy.ndarray, numpy.ndarray, axis=int)",3
numpy.asarray(a=list[pandas._libs.tslibs.period.Period]),4
"numpy.ndarray[slilist[pandas._libs.tslibs.timedeltas.Timedelta]e[NoneType, NoneType, NoneType]] = list[pandas._libs.tslibs.timedeltas.Timedelta]",1
"numpy.array(list[pandas._libs.tslibs.timedeltas.Timedelta], dtype=Type[builtins.object])",3
numpy.nan,1988
"numpy.empty(tuple[int], dtype=Type[builtins.bool])",2
"numpy.ndarray.reshape(numpy.ndarray, tuple[int])",25
numpy.ndarray == int,145
"numpy.array(list[int], dtype=str)",98
numpy.ndarray[builtins.ellipsis] = numpy.ndarray,1
"numpy.array(list[Union[float, int]], dtype=str)",10
"numpy.ndarray[slilist[Union[str, tuple[int, int]]]e[NoneType, NoneType, NoneType]] = list[Union[str, tuple[int, int]]]",1
"numpy.ndarray[slilist[Union[tuple[int, int, int], tuple[int, int]]]e[NoneType, NoneType, NoneType]] = list[Union[tuple[int, int, int], tuple[int, int]]]",1
"numpy.ndarray[slilist[tuple[int, int]]e[NoneType, NoneType, NoneType]] = list[tuple[int, int]]",1
"numpy.array(list[builtins.complex], dtype=Type[builtins.object])",1
"numpy.array(list[builtins.bool], dtype=Type[builtins.bool])",31
numpy.ndarray[numpy.ndarray],201
"numpy.array(list[float], dtype=Type[numpy.float64])",8
"numpy.ndarray.setflags(numpy.ndarray, write=builtins.bool)",12
numpy.ndarray == numpy.ndarray,59
numpy.ndarray | numpy.ndarray,50
"numpy.array(list[int], dtype=Type[numpy.uint64])",11
numpy.uint64,29
numpy.ndarray.setflags,11
numpy.int64,322
"numpy.array(list[Union[NoneType, float, pandas._libs.tslibs.nattype.NaTType, str]], dtype=Type[builtins.object])",1
numpy.ndarray[list[int]],14
"numpy.empty(int, dtype=Type[numpy.int64])",11
"numpy.ndarray.put(numpy.ndarray, numpy.ndarray, numpy.ndarray)",2
"numpy.ndarray.take(numpy.ndarray, numpy.ndarray, mode=str)",1
"numpy.putmask(numpy.ndarray, numpy.ndarray, int)",16
numpy.int_,8
numpy.arange(int),350
numpy.ndarray.take,22
numpy.zeros,72
numpy.ndarray.any(numpy.ndarray),161
"numpy.asarray(a=numpy.ndarray, dtype=Type[builtins.bool])",7
numpy.dtype(Type[builtins.object]),38
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.floating])",1
numpy.asarray(a=builtins.bool),3
"numpy.zeros(int, dtype=Type[builtins.bool])",29
numpy.ndarray.copy(numpy.ndarray),121
numpy.ndarray.argsort,12
"numpy.issubdtype(arg1=Type[numpy.object_], arg2=Type[numpy.integer])",1
numpy.any(a=numpy.ndarray),14
numpy.random,587
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, size=int)",31
numpy.array(builtins.bool),5
numpy.ndarray.view(numpy.ndarray),5
numpy.flagsobj.writeable = builtins.bool,9
numpy.int64(),3
numpy.ndarray.sort(numpy.ndarray),3
"numpy.ndarray.view(numpy.ndarray, Type[numpy.ndarray])",2
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int64])",27
"numpy.ndarray.repeat(numpy.ndarray, numpy.ndarray)",3
numpy.asarray(a=pandas.core.indexes.multi.MultiIndex),7
numpy.dtype(Type[numpy.float64]),16
"numpy.array(pandas.core.indexes.numeric.Int64Index, copy=builtins.bool)",1
"numpy.asarray(a=numpy.ndarray, dtype=NoneType)",8
"numpy.array_equal(a1=list[int], a2=numpy.ndarray)",1
"numpy.array(list[int], copy=numpy.dtype, dtype=builtins.bool)",2
"numpy.array(list[int], dtype=Type[builtins.int])",5
numpy.ComplexWarning,2
"numpy.ndarray[sliliste[NoneType, NoneType, NoneType]] = list",1
"numpy.array(pandas.core.arrays.datetimes.DatetimeArray, copy=numpy.dtype, dtype=builtins.bool)",1
"numpy.ndarray.view(numpy.ndarray, numpy.dtype)",16
"numpy.array(list[int], copy=builtins.bool)",5
numpy.asarray(a=pandas.core.arrays.datetimes.DatetimeArray),16
numpy.dtype != Type[numpy.int64],3
numpy.asarray(a=pandas.core.arrays.timedeltas.TimedeltaArray),8
numpy.dtype(Type[builtins.bool]),22
"numpy.array(list[builtins.bool], dtype=str)",20
"numpy.array(list[str], dtype=str)",25
"numpy.ndarray.astype(numpy.ndarray, numpy.dtype)",43
"numpy.array(list[int], dtype=Type[builtins.object])",9
"numpy.array(list[Union[float, str]], dtype=Type[builtins.object])",11
numpy.int8(int),6
numpy.ndarray != int,38
numpy.ndarray.item,4
numpy.complex128,11
numpy.ndarray >> int,4
numpy.uint64(int),17
numpy.ndarray ^= numpy.ndarray,4
numpy.bitwise_xor,1
numpy.ndarray.__getitem__,1
numpy.ndarray.size,40
numpy.asarray(a=pandas.core.indexes.base.Index),16
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.complex128])",1
numpy.ndarray *= numpy.uint64,3
numpy.zeros_like(a=numpy.ndarray),7
numpy.ndarray + numpy.uint64,1
numpy.uint64 += numpy.uint64,1
numpy.ndarray += numpy.uint64,1
"numpy.ufunc.reduce(numpy.ufunc, numpy.ndarray)",4
pandas.core.dtypes.dtypes.DatetimeTZDtype == numpy.dtype,2
numpy.asarray(a=list[str]),8
"numpy.ndarray[slilist[int]e[NoneType, NoneType, NoneType]] = list[int]",1
"numpy.ndarray[slilist[pandas._libs.tslibs.timestamps.Timestamp]e[NoneType, NoneType, NoneType]] = list[pandas._libs.tslibs.timestamps.Timestamp]",1
numpy.dtype == pandas.core.dtypes.dtypes.DatetimeTZDtype,1
numpy.ndim(a=list[str]),3
"numpy.array(list[Union[NoneType, str]], dtype=Type[builtins.object])",2
numpy.array(list[float]),62
numpy.object,35
numpy.ndarray[int],297
"numpy.array(list[float], dtype=Type[builtins.object])",11
"numpy.array(list[Union[NoneType, float]], dtype=Type[builtins.object])",1
"numpy.array(list[Union[NoneType, pandas._libs.tslibs.nattype.NaTType]], dtype=Type[builtins.object])",2
"numpy.asarray(a=list[int], dtype=Type[builtins.object])",6
numpy.array(list[builtins.bool]),209
"numpy.asarray(a=list[str], dtype=Type[builtins.object])",6
numpy.dtype(list[str]),1
numpy.fabs(int),1
numpy.iinfo.max,20
numpy.errstate,83
numpy.uint64(numpy.int64),2
numpy.absolute(numpy.uint64),1
numpy.errstate(kwargs=dict),81
numpy.arange,174
"numpy.arange(int, numpy.int64, int, dtype=Type[numpy.int64])",1
"numpy.ndarray[slilist[numpy.datetime64]e[NoneType, NoneType, NoneType]] = list[numpy.datetime64]",1
"numpy.ndarray[slice[int, int, NoneType]]",36
numpy.iinfo(int_type=Type[numpy.int64]),10
numpy.absolute(int),1
numpy.uint64 * numpy.uint64,1
numpy.int64 * numpy.int64,2
numpy.int64 + numpy.int64,14
"numpy.ndarray[slilist[numpy.timedelta64]e[NoneType, NoneType, NoneType]] = list[numpy.timedelta64]",1
"numpy.in1d(ar1=numpy.ndarray, ar2=numpy.ndarray)",3
numpy.ndarray[int] = builtins.bool,12
numpy.int64 >= int,11
numpy.int64 <= int,17
numpy.ndarray.max(numpy.ndarray),21
numpy.ndarray.min(numpy.ndarray),13
numpy.dtype == pandas.core.dtypes.dtypes.CategoricalDtype,1
pandas.core.dtypes.dtypes.CategoricalDtype == numpy.dtype,3
"numpy.asarray(a=list[float], dtype=Type[builtins.object])",5
"numpy.asarray(a=list[pandas.tests.test_algos.TestIsin.test_same_object_is_in.<locals>.LikeNan], dtype=Type[builtins.object])",1
"numpy.ndarray[slilist[pandas.tests.test_algos.TestIsin.test_same_object_is_in.<locals>.LikeNan]e[NoneType, NoneType, NoneType]] = list[pandas.tests.test_algos.TestIsin.test_same_object_is_in.<locals>.LikeNan]",1
numpy.dtype(list[pandas.tests.test_algos.TestIsin.test_same_object_is_in.<locals>.LikeNan]),1
"numpy.asarray(a=list[float], dtype=Type[numpy.float64])",1
"numpy.dtype(list[Union[int, str]])",1
numpy.iterable(y=int),1
numpy.ndarray.sum(numpy.ndarray),32
"numpy.ndarray.max(numpy.ndarray, NoneType)",1
int - numpy.int64,9
numpy.float64 + float,5
numpy.isinf(numpy.float64),2
numpy.float64 == numpy.float64,89
"numpy.linspace(endpoint=builtins.bool, num=int, start=numpy.float64, stop=numpy.float64)",2
numpy.float64 * float,16
numpy.float64 -= numpy.float64,2
numpy.ndarray.searchsorted,16
numpy.float64 == int,39
numpy.isfinite(numpy.float64),1
numpy.modf(numpy.float64),1
numpy.log10(numpy.float64),1
"numpy.around(a=numpy.float64, decimals=int)",1
numpy.floor(numpy.float64),2
"numpy.ndarray[slice[NoneType, int, NoneType]]",67
numpy.ndim(a=numpy.ndarray),7
numpy.asarray(a=pandas.core.indexes.numeric.Float64Index),12
numpy.asarray(a=pandas.core.arrays.interval.IntervalArray),10
numpy.int64 > int,21
numpy.ndarray.nonzero(numpy.ndarray),32
"numpy.empty(int, dtype=Type[builtins.object])",9
numpy.ndarray[int] = pandas._libs.interval.Interval,2
"numpy.bincount(numpy.ndarray, minlength=int)",5
numpy.min_scalar_type(float),2
"numpy.asarray(a=pandas.core.arrays.interval.IntervalArray, dtype=numpy.dtype)",3
numpy.int32,107
"numpy.ndarray[slice[NoneType, NoneType, int]]",37
"numpy.arange(int, int, int, dtype=Type[numpy.int64])",11
numpy.asarray(a=pandas.core.arrays.numpy_.PandasArray),10
numpy.dtype > numpy.dtype,2
"Type[numpy.float64] in tuple[Type[builtins.object], Type[numpy.object_], str, str]",1
numpy.dtype == pandas.core.dtypes.dtypes.IntervalDtype,1
"numpy.array(pandas.core.arrays.interval.IntervalArray, copy=builtins.bool)",2
numpy.int8,47
"numpy.array(numpy.ndarray, copy=NoneType, dtype=builtins.bool)",3
numpy.int8 == int,7
numpy.ndim(a=pandas._libs.interval.Interval),1
numpy.ndim(a=numpy.float64),3
numpy.dtype(Type[numpy.int64]),20
"numpy.ndarray.min(numpy.ndarray, NoneType)",1
numpy.int64 + float,3
"numpy.asarray(a=pandas.core.arrays.numpy_.PandasArray, dtype=NoneType)",2
numpy.ndarray[pandas.intore.series.Series] = int,2
pandas.core.series.Series | numpy.ndarray,3
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.bool])",10
numpy.asarray(a=list[numpy.float64]),6
numpy.float64 - float,4
"numpy.ndarray[slice[int, NoneType, NoneType]]",55
"numpy.asarray(a=pandas.core.arrays.interval.IntervalArray, dtype=Type[builtins.object])",1
"numpy.asarray(a=pandas.core.arrays.numpy_.PandasArray, dtype=numpy.dtype)",3
"numpy.asarray(a=numpy.ndarray, dtype=numpy.dtype)",6
numpy.bincount,6
"numpy.empty(int, dtype=Type[numpy.int32])",2
"numpy.ndarray[slipandas.core.indexes.numeric.Int64Indexe[NoneType, numpy.int64, NoneType]] = pandas.core.indexes.numeric.Int64Index",2
"numpy.ndarray[slipandas.core.indexes.numeric.Int64Indexe[numpy.int64, NoneType, NoneType]] = pandas.core.indexes.numeric.Int64Index",2
"numpy.ndarray[slilist[float]e[NoneType, NoneType, NoneType]] = list[float]",1
numpy.asarray(a=pandas.core.indexes.interval.IntervalIndex),6
numpy.linspace,4
numpy.float64 - numpy.float64,17
numpy.ndarray[int] = numpy.float64,11
"numpy.ndarray.searchsorted(numpy.ndarray, pandas.core.series.Series, side=str)",1
pandas.core.series.Series == numpy.float64,7
numpy.dtype == Type[builtins.bool],14
"numpy.ndarray.any(numpy.ndarray, NoneType)",1
"numpy.putmask(numpy.ndarray, pandas.core.series.Series, int)",5
numpy.ndarray - int,24
numpy.array(pandas.core.indexes.category.CategoricalIndex),6
"numpy.asarray(a=pandas.core.arrays.categorical.Categorical, dtype=NoneType)",3
numpy.array(pandas.core.arrays.interval.IntervalArray),6
numpy.array(list[int]),246
"numpy.ndarray[slilist[Union[float, int]]e[NoneType, NoneType, NoneType]] = list[Union[float, int]]",1
float * numpy.float64,7
numpy.float64 != int,6
numpy.float64 += numpy.float64,2
"numpy.ndarray[slilist[Union[float, int, str]]e[NoneType, NoneType, NoneType]] = list[Union[float, int, str]]",1
"numpy.ndarray[slilist[Union[int, str]]e[NoneType, NoneType, NoneType]] = list[Union[int, str]]",1
numpy.timedelta64(int),9
"numpy.array(pandas.core.arrays.timedeltas.TimedeltaArray, copy=numpy.dtype, dtype=builtins.bool)",1
numpy.uint8,30
"numpy.ndarray.view(numpy.ndarray, Type[numpy.uint8])",11
"numpy.ndarray[slilist[datetime.datetime]e[NoneType, NoneType, NoneType]] = list[datetime.datetime]",1
numpy.asarray(a=pandas.core.indexes.range.RangeIndex),12
numpy.isnan(float),45
"numpy.array(list[str], copy=builtins.bool)",4
numpy.asarray(a=pandas.core.indexes.category.CategoricalIndex),7
"numpy.array(pandas.core.indexes.base.Index, copy=Type[numpy.float64], dtype=builtins.bool)",1
numpy.ndarray[int] = numpy.ndarray,5
"numpy.where(numpy.ndarray, numpy.ndarray, int)",7
"numpy.append(arr=numpy.ndarray, values=int)",3
"numpy.array(list[Union[float, str]], copy=builtins.bool)",3
"numpy.asarray(a=list[Union[float, str]], dtype=Type[builtins.object])",3
numpy.where(numpy.ndarray),14
"numpy.ones(dtype=numpy.dtype, shape=tuple[int])",3
numpy.setdiff1d,3
"numpy.setdiff1d(ar1=numpy.ndarray, ar2=numpy.ndarray, assume_unique=builtins.bool)",3
numpy.ones,27
-numpy.ndarray,19
numpy.ndarray[numpy.ndarray] = numpy.ndarray,55
"numpy.ndarray[slilist[builtins.bool]e[NoneType, NoneType, NoneType]] = list[builtins.bool]",1
"numpy.ndarray.astype(numpy.ndarray, str)",121
"numpy.ndarray[slilist[Union[NoneType, builtins.bool]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, builtins.bool]]",1
numpy.NaN,51
"numpy.ndarray[slilist[Union[builtins.bool, float]]e[NoneType, NoneType, NoneType]] = list[Union[builtins.bool, float]]",1
"numpy.array(list[float], copy=numpy.dtype, dtype=builtins.bool)",1
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.object])",28
"numpy.insert(arr=numpy.ndarray, obj=int, values=float)",2
"numpy.insert(arr=numpy.ndarray, obj=int, values=numpy.int64)",3
"numpy.asarray(a=pandas.core.series.Series, dtype=Type[builtins.object])",2
numpy.asarray(a=pandas.core.indexes.datetimes.DatetimeIndex),14
"numpy.asarray(a=pandas.core.arrays.datetimes.DatetimeArray, dtype=NoneType)",5
"numpy.ndarray[int] = tuple[int, int]",1
"numpy.ndarray[int] = tuple[float, int]",1
"numpy.array(list[Union[pandas._libs.tslibs.nattype.NaTType, pandas._libs.tslibs.timestamps.Timestamp]])",3
numpy.datetime64(str),46
numpy.array(list[numpy.datetime64]),12
numpy.ndarray[numpy.int64],19
numpy.dtype == pandas.core.dtypes.dtypes.PeriodDtype,1
numpy.asarray(a=pandas.core.indexes.timedeltas.TimedeltaIndex),6
"numpy.asarray(a=pandas.core.arrays.timedeltas.TimedeltaArray, dtype=NoneType)",5
"numpy.ndarray[slilist[tuple[str, str]]e[NoneType, NoneType, NoneType]] = list[tuple[str, str]]",1
"numpy.ndarray[slilist[tuple[str, int]]e[NoneType, NoneType, NoneType]] = list[tuple[str, int]]",1
float * numpy.ndarray,9
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int)",25
int * numpy.ndarray,17
"numpy.tile(A=numpy.ndarray, reps=tuple[int])",1
numpy.squeeze(a=numpy.ndarray),2
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int], order=str)",1
"numpy.ndarray.std(numpy.ndarray, axis=int, ddof=int)",1
numpy.newaxis,8
numpy.ndarray + int,38
"numpy.allclose(a=numpy.ndarray, b=numpy.ndarray, rtol=float)",1
"numpy.zeros(int, dtype=str)",13
"numpy.ndarray.std(numpy.ndarray, ddof=int)",1
numpy.array(list[list[numpy.float64]]),1
numpy.allclose,12
numpy.random.mtrand.RandomState(int),17
"numpy.ones(shape=tuple[int, int])",19
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.float64])",22
"numpy.ndarray.reshape(numpy.ndarray, int, int, int)",5
numpy.ndarray ** int,13
numpy.ndarray.reshape,2
numpy.ndarray.std,1
numpy.ones(shape=int),21
numpy.vstack(tup=list[numpy.ndarray]),8
numpy.asarray(a=numpy.float64),3
numpy.prod(a=tuple),1
numpy.numpy.bool_ool_ & numpy.bool_,3
numpy.generic.all(numpy.bool_),4
numpy.int64 == int,186
numpy.float64 >= int,4
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int)",23
"numpy.ndarray[tuple[int, int]]",21
numpy.asarray(a=float),6
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.float32])",10
numpy.asarray(a=numpy.float32),1
numpy.numpy.bool_ool_ | numpy.bool_,1
numpy.float32 >= int,1
"numpy.arange(int, dtype=Type[numpy.int64])",23
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int)",228
"numpy.array(numpy.ndarray, dtype=str)",9
numpy.prod(a=int),2
"numpy.random.mtrand.RandomState.choice(numpy.random.mtrand.RandomState, numpy.ndarray, size=numpy.int64)",2
"numpy.ndarray.view(numpy.ndarray, tuple[Type[numpy.str_], int])",2
"numpy.array(list[Union[NoneType, float, pandas._libs.tslibs.nattype.NaTType]])",1
"numpy.random.mtrand.RandomState.choice(numpy.random.mtrand.RandomState, int, p=int, replace=builtins.bool, size=NoneType)",1
numpy.logical_not(pandas.core.series.Series),1
Type[numpy.ndarray].__array_ufunc__,2
list[numpy.float64] - numpy.ndarray,1
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int)",4
numpy.complex,2
numpy.random.BitGenerator,1
numpy.random.RandomState,2
numpy.random.choice,9
numpy.asarray(a=pandas.core.series.Series),28
"numpy.asarray(a=pandas.core.series.Series, dtype=Type[builtins.bool])",1
numpy.uint32,5
numpy.iinfo(int_type=Type[numpy.uint32]),2
numpy.float64 % int,6
numpy.float64 * numpy.float64,6
numpy.float64 + numpy.float64,10
"numpy.array(list[numpy.float64], dtype=Type[numpy.float64])",1
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, int)",22
numpy.unique,3
numpy.ndarray[numpy.ndarray] = int,70
"numpy.unique(ar=numpy.ndarray, return_index=builtins.bool)",1
"numpy.array(list[Union[float, int]])",34
numpy.isfinite(numpy.ndarray),4
numpy.ndarray[numpy.ndarray] = float,36
numpy.typecodes,7
numpy.array(list[list[list[int]]]),2
"numpy.array(list, dtype=str)",17
"numpy.array(list[datetime.datetime], dtype=str)",3
"numpy.array(list, dtype=Type[numpy.int64])",16
numpy.argsort,5
numpy.ndarray * int,63
"numpy.lexsort(tuple[numpy.ndarray, numpy.ndarray])",6
"numpy.broadcast_to(array=int, shape=tuple[int])",1
"numpy.ndarray.fill(numpy.ndarray, builtins.bool)",5
numpy.ndarray <= int,37
int - numpy.ndarray,16
numpy.ndarray > int,15
numpy.ndarray <= numpy.ndarray,4
"numpy.broadcast_to(array=numpy.ndarray, shape=tuple[int])",2
numpy.logical_not(numpy.ndarray),5
numpy.ndarray + numpy.ndarray,19
numpy.asarray(a=list),10
numpy.dtype(Type[builtins.int]),12
numpy.dtype(Type[builtins.str]),15
"numpy.array(list[str], copy=numpy.dtype, dtype=builtins.bool)",2
numpy.ndarray.view,6
"numpy.ndarray.view(numpy.ndarray, dtype=str)",5
numpy.dtype(Type[numpy.uint64]),6
"Type[numpy.uint64] in tuple[Type[builtins.object], Type[numpy.object_], str, str]",1
"numpy.array(list[Union[int, str]], copy=builtins.bool)",1
"numpy.asarray(a=list[Union[int, str]], dtype=Type[builtins.object])",2
"Type[numpy.int64] in tuple[Type[builtins.object], Type[numpy.object_], str, str]",1
numpy.random.mtrand.RandomState.uniform,2
numpy.random.mtrand.RandomState.uniform(numpy.random.mtrand.RandomState),4
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, dtype=int, size=str)",1
numpy.random.mtrand.RandomState(numpy.ndarray),2
numpy.random._mt19937.MT19937(int),2
numpy.random.mtrand.RandomState(numpy.random._mt19937.MT19937),2
numpy.random.MT19937,2
numpy.random._pcg64.PCG64(int),2
numpy.random.mtrand.RandomState(numpy.random._pcg64.PCG64),2
numpy.random.PCG64,2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[int, int, NoneType]]]",2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, int, NoneType]]]",2
numpy.array(list[numpy.dtype]),1
"numpy.ndarray.fill(numpy.ndarray, int)",10
numpy.concatenate,7
"numpy.ndarray[sliinte[int, int, int]] = int",2
"numpy.ndarray[slinumpy.ndarraye[int, int, int]] = numpy.ndarray",3
"numpy.arange(int, dtype=str)",107
"numpy.arange(int, int, dtype=str)",9
"numpy.empty(tuple[int, int], dtype=numpy.dtype)",9
"numpy.arange(int, dtype=numpy.dtype)",4
"numpy.zeros(int, dtype=Type[numpy.bool_])",3
numpy.ndarray.cumsum(numpy.ndarray),6
"numpy.ndarray[slice[int, int, int]]",25
numpy.ceil(numpy.ndarray),1
numpy.cumsum(a=numpy.ndarray),4
numpy.float64 > int,17
numpy.ufunc.reduce,4
numpy.dtype.names,6
numpy.bincount(numpy.ndarray),3
numpy.c_,2
"numpy.lituple[numpy.ndarray, numpy.ndarray].index_tricks.CClass[tuple[numpy.ndarray, numpy.ndarray]]",2
"numpy.insert(arr=numpy.ndarray, obj=int, values=int)",6
pandas.core.dtypes.dtypes.CategoricalDtype == Type[numpy.object_],2
numpy.int64 != int,10
numpy.prod,6
numpy.int64 * numpy.ndarray,4
"numpy.ndarray.astype(numpy.ndarray, str, copy=builtins.bool, subok=builtins.bool)",5
numpy.int64 //= int,2
numpy.ndarray += numpy.ndarray,6
"numpy.find_common_type(array_types=dict, scalar_types=list)",1
numpy.ndarray.T,64
numpy.ndarray.ravel,8
numpy.float64(x=float),11
numpy.min_scalar_type(numpy.float64),1
"numpy.prod(a=list[int], dtype=str)",3
numpy.ndarray * numpy.int64,5
"numpy.ndarray.ravel(numpy.ndarray, order=str)",4
"numpy.asarray(a=list[str], dtype=str)",4
numpy.argsort(a=numpy.ndarray),4
numpy.asanyarray,4
"numpy.asanyarray(a=numpy.ndarray, dtype=Type[numpy.int64])",1
"numpy.empty(tuple[int, int], dtype=str, order=numpy.dtype)",1
numpy.asarray(a=pandas.core.indexes.numeric.Int64Index),18
numpy.int8 >= int,3
numpy.int8 <= int,4
numpy.log2(list[int]),1
"numpy.concatenate(list[Union[list[int], numpy.ndarray]])",2
numpy.ndarray <<= numpy.ndarray,1
numpy.bitwise_or,4
"numpy.ufunc.reduce(numpy.ufunc, numpy.ndarray, axis=int)",3
numpy.atleast_2d(arys=tuple[numpy.ndarray]),8
"numpy.concatenate(tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray])",3
"numpy.delete(arr=numpy.ndarray, obj=numpy.ndarray)",2
numpy.float64(),2
"numpy.array(list[Union[float, str]], dtype=str)",3
numpy.array(list[str]),71
"numpy.array(list[Union[pandas._libs.tslibs.timestamps.Timestamp, str]])",1
"numpy.ndarray[slice[int, NoneType, int]]",8
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[int, NoneType, NoneType]]]",4
"numpy.array(pandas.core.indexes.base.Index, copy=builtins.bool)",2
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int, int)",175
"numpy.array(float, copy=NoneType, dtype=builtins.bool)",2
"numpy.empty(int, dtype=numpy.dtype)",10
"numpy.array(list[float], copy=builtins.bool)",5
"numpy.ndarray.fill(numpy.ndarray, float)",15
"numpy.arange(int, int, int, dtype=str)",3
numpy.dtype.itemsize,13
"numpy.ndarray.swapaxes(numpy.ndarray, int, int)",4
numpy.sum,46
"numpy.empty(tuple[int, int], dtype=str)",5
"numpy.zeros(int, dtype=Type[numpy.int64])",2
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], int]]",22
numpy.ndarray.transpose(numpy.ndarray),2
numpy.object_(),1
numpy.dtype(Type[numpy.object_]),27
"Type[numpy.otuple[Type[builtins.object], Type[numpy.object_], str, str]ject_] in tuple[Type[builtins.object], Type[numpy.object_], str, str]",1
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], NoneType]]",9
"numpy.random.mtrand.RandomState.choice(numpy.random.mtrand.RandomState, numpy.ndarray, int)",1
"numpy.asanyarray(a=numpy.ndarray, dtype=str)",1
numpy.ndarray >= int,24
"numpy.asarray(a=list[tuple[str, str]])",1
"numpy.asarray(a=list[tuple[str, str]], dtype=NoneType)",1
