function,count
"numpy.stack(arrays=tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray], axis=int)",6
numpy.uint16,26
numpy.obj2sctype(rep=Type[numpy.uint16]),1
numpy.iinfo(int_type=Type[numpy.uint16]),4
numpy.amin(a=numpy.ndarray),18
numpy.amax(a=numpy.ndarray),37
numpy.rint,1
numpy.clip,13
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.uint16])",13
"numpy.issubdtype(arg1=Type[numpy.uint16], arg2=Type[numpy.float64])",1
"numpy.testing._private.utils.assert_almost_equal(actual=numpy.ndarray, desired=numpy.ndarray)",70
"numpy.ndarray.astype(numpy.ndarray, numpy.dtype)",16
numpy.ndarray @ numpy.ndarray,39
"numpy.power(numpy.ndarray, float)",4
numpy.ndarray - float,19
~numpy.ndarray,23
numpy.ndarray *= float,8
numpy.ndarray + float,24
numpy.ndarray /= float,4
numpy.ndarray -= int,8
numpy.ndarray += int,19
numpy.log10(numpy.ndarray),1
"numpy.reshape(a=numpy.ndarray, newshape=tuple[int, int])",17
numpy.ndarray - int,51
"numpy.reshape(a=numpy.ndarray, newshape=tuple[int, int, int])",3
Type[numpy.float64] == str,1
numpy.isnan(list[float]),1
"numpy.clip(a=numpy.ndarray, a_max=float, a_min=float)",4
numpy.ndarray * float,26
numpy.dtype(Type[numpy.uint8]),6
"numpy.issubdtype(arg1=Type[numpy.float64], arg2=Type[numpy.uint8])",1
"numpy.multiply(numpy.ndarray, int, dtype=Type[numpy.float64])",1
"numpy.rint(numpy.ndarray, out=numpy.ndarray)",1
"numpy.clip(a=numpy.ndarray, a_max=int, a_min=int, out=numpy.ndarray)",8
"numpy.testing._private.utils.assert_equal(actual=numpy.ndarray, desired=numpy.ndarray)",143
-numpy.ndarray,35
"numpy.power(int, numpy.ndarray)",1
numpy.ndarray,18
Type[numpy.float64] in dict,1
numpy.any(a=numpy.ndarray),30
numpy.asarray,23
"numpy.testing._private.utils.assert_array_almost_equal(x=numpy.ndarray, y=numpy.ndarray)",31
"numpy.issubdtype(arg1=Type[numpy.uint8], arg2=Type[numpy.uint8])",1
numpy.obj2sctype(rep=Type[numpy.uint8]),1
"numpy.ndarray.reshape(numpy.ndarray, int, int)",44
"numpy.array(list[tuple[Union[float, numpy.float64], Union[float, numpy.float32], numpy.float32]])",1
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int, int])",13
numpy.array,151
numpy.dtype == numpy.dtype,30
numpy.ndarray <= int,39
float * numpy.ndarray,114
"numpy.issubdtype(arg1=Type[numpy.float32], arg2=Type[numpy.floating])",2
numpy.load(file=str),14
numpy.ndarray + numpy.ndarray,145
"numpy.asarray(a=tuple[float, int, float], dtype=Type[builtins.float])",1
"numpy.testing._private.utils.assert_array_almost_equal(decimal=int, x=numpy.ndarray, y=numpy.ndarray)",10
"numpy.asarray(a=tuple[float, float, float], dtype=Type[builtins.float])",1
"numpy.arange(int, int)",17
"numpy.meshgrid(xi=tuple[numpy.ndarray, numpy.ndarray])",4
"numpy.ones(shape=tuple[int, int])",46
"numpy.ndarray[tuple[sliinte[NoneType, NoneType, NoneType], sliinte[NoneType, NoneType, NoneType], int]] = int",1
numpy.nonzero(a=numpy.ndarray),15
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray]] = int",58
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], slice[NoneType, int, NoneType], slice[NoneType, NoneType, NoneType]]]",1
numpy.concatenate,13
"numpy.ndarray[tuple[builtins.ellipsis, NoneType]]",24
"numpy.ndarray[tuple[int, int, slice[NoneType, NoneType, NoneType]]]",6
"numpy.hypot(numpy.ndarray, numpy.ndarray)",8
"numpy.where(numpy.bool_, float, int)",1
"numpy.ndarray[tuple[builtins.ellipsis, int]] = numpy.float64",6
"numpy.ndarray[tuple[NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",1
"numpy.where(numpy.ndarray, float, int)",2
"numpy.ndarray[tuple[NoneType, slice[NoneType, NoneType, NoneType]]]",3
"numpy.ndarray[tuple[int, slice[NoneType, NoneType, NoneType]]]",19
"numpy.ndarray[tuple[NoneType, NoneType, NoneType, slice[NoneType, NoneType, NoneType]]]",1
"numpy.ndarray[tuple[int, int, int, slice[NoneType, NoneType, NoneType]]]",1
"numpy.asarray(a=tuple[float, float, float], dtype=numpy.dtype)",1
numpy.cbrt(numpy.ndarray),2
numpy.newaxis,47
"numpy.concatenate(list[numpy.ndarray], axis=int)",10
"numpy.ones(shape=tuple[int, int, int])",16
numpy.ndarray[int] = list[int],1
"numpy.array(list[list[list[Union[float, int]]]])",1
"numpy.testing._private.utils.assert_almost_equal(actual=numpy.ndarray, decimal=int, desired=numpy.ndarray)",10
numpy.float,35
numpy.finfo.eps,9
numpy.ndarray *= numpy.float64,4
int * numpy.ndarray,76
numpy.finfo(dtype=Type[builtins.float]),8
numpy.array(list[int]),67
int * numpy.float64,45
numpy.float64 / numpy.float64,44
numpy.ndarray + numpy.float64,17
numpy.float64 + numpy.ndarray,4
numpy.array(numpy.ndarray),9
list[int] @ numpy.ndarray,2
numpy.ndarray - numpy.float64,30
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.float])",34
numpy.random,145
"numpy.ndarray[tuple[builtins.ellipsis, slice[NoneType, int, NoneType]]]",9
"numpy.array(list[float], dtype=numpy.dtype)",2
numpy.ndarray.flags,6
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], slice[NoneType, int, NoneType]]]",23
numpy.flagsostrj[str],1
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int, int)",12
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int)",30
numpy.ascontiguousarray(a=numpy.ndarray),23
"numpy.ndarray[tuple[slice[NoneType, NoneType, int], slice[NoneType, NoneType, int]]]",15
numpy.obj2sctype(rep=Type[numpy.float32]),1
numpy.dtype(Type[numpy.float32]),8
"numpy.asarray(a=numpy.ndarray, dtype=Type[numpy.float32])",1
"numpy.swapaxes(a=numpy.ndarray, axis1=int, axis2=int)",3
"numpy.array(list[list[Union[float, int]]])",9
"numpy.ndarray.reshape(numpy.ndarray, int, int, int)",3
"numpy.arctan2(numpy.ndarray, numpy.ndarray)",4
numpy.pi,64
numpy.cos(numpy.ndarray),14
numpy.sin(numpy.ndarray),16
"numpy.ravel(a=tuple[int, int, int])",1
"numpy.ndarray[tuple[NoneType, builtins.ellipsis]]",8
"numpy.ndarray[tuple[builtins.ellipsis, int, NoneType]]",2
"numpy.ndarray[tuple[NoneType, builtins.ellipsis, slice[NoneType, int, NoneType]]]",1
"numpy.squeeze(a=numpy.ndarray, axis=int)",3
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.float32])",20
numpy.ndarray > int,52
numpy.squeeze,5
"numpy.clip(a=numpy.ndarray, a_max=int, a_min=int)",14
"numpy.asarray(a=tuple[float, int, float], dtype=numpy.dtype)",1
numpy.array(list[list[list[int]]]),5
numpy.array(list[list[list[float]]]),4
numpy.squeeze(a=numpy.ndarray),4
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int])",24
"numpy.concatenate(tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray], axis=int)",1
"numpy.testing._private.utils.assert_equal(actual=tuple[int, int, int], desired=tuple[int, int, int])",13
"numpy.array(list[list[int]], dtype=Type[numpy.uint8])",35
"numpy.testing._private.utils.assert_equal(actual=numpy.ndarray, desired=list[int])",14
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int, int])",6
"numpy.concatenate(tuple[numpy.ndarray, numpy.ndarray], axis=int)",3
numpy.ones_like(a=numpy.ndarray),10
"numpy.ndarray[tuple[int, int, int]]",22
"numpy.concatenate(tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray, numpy.ndarray], axis=int)",1
"numpy.testing._private.utils.assert_equal(actual=numpy.uint8, desired=int)",3
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int])",7
numpy.empty,23
"numpy.ndarray[tuple[builtins.ellipsis, slinumpy.ndarraye[NoneType, int, NoneType]]] = numpy.ndarray",1
"numpy.testing._private.utils.assert_equal(actual=numpy.ndarray, desired=float)",2
"numpy.random.mtrand.RandomState.random(numpy.random.mtrand.RandomState, tuple[int, int, int, int])",2
"numpy.can_cast(int, numpy.dtype)",1
"numpy.empty(tuple[int, int, int], dtype=numpy.dtype)",5
"numpy.ndarray[tuple[builtins.ellipsis, int]] = int",1
"numpy.can_cast(float, numpy.dtype)",1
"numpy.ndarray[tuple[builtins.ellipsis, int]] = float",1
numpy.dtype.name,2
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int)",8
numpy.float64.shape,1
numpy.random.rand,13
"numpy.empty(tuple[int, int], dtype=numpy.dtype)",3
"numpy.empty(tuple[int, int, int, int], dtype=numpy.dtype)",1
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int, int, int)",4
"numpy.empty(tuple[int, int, int, int, int], dtype=numpy.dtype)",1
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int, int, int, int)",5
"numpy.empty(tuple[int, int, int, int, int, int], dtype=numpy.dtype)",1
numpy.float64 - numpy.float64,56
numpy.ndarray * numpy.float64,22
int - numpy.float64,7
"numpy.stack(arrays=list[numpy.float64], axis=int)",1
"numpy.reshape(a=numpy.ndarray, newshape=tuple[int])",3
numpy.float64 - float,6
numpy.float64 <= int,32
"numpy.float64[tuple[builtins.ellipsis, NoneType]]",2
numpy.ndarray[numpy.bool_],2
numpy.ndarray[numpy.bool_] = numpy.ndarray,2
~numpy.bool_,3
numpy.float64 + numpy.float64,34
numpy.float64 * numpy.float64,29
-numpy.float64,22
numpy.float64 - int,28
numpy.float64 * numpy.ndarray,23
numpy.float64 += numpy.ndarray,1
"numpy.reshape(a=numpy.ndarray, newshape=tuple[int, int, int, int])",4
"numpy.reshape(a=numpy.ndarray, newshape=tuple[int, int, int, int, int])",2
"numpy.array(tuple[int, int, int])",12
"numpy.array(tuple[float, int, float])",1
"numpy.array(tuple[float, float, float])",1
numpy.ndarray + int,35
numpy.min_scalar_type(int),3
numpy.dtype == Type[builtins.bool],22
"numpy.array(list[tuple[int, int, int]])",1
"numpy.unique(ar=numpy.ndarray, return_inverse=builtins.bool)",3
numpy.flatiter == int,1
int in numpy.ndarray,5
"numpy.array(tuple[int, float, int])",1
"numpy.array(tuple[int, float, float])",1
numpy.ndarray.min(numpy.ndarray),44
numpy.ndarray.max(numpy.ndarray),52
numpy.bool,57
numpy.unique,7
numpy.ndarray.flat,11
numpy.int64 + int,25
numpy.ndarray.flat = numpy.ndarray,1
"numpy.testing._private.utils.assert_array_almost_equal(x=numpy.ndarray, y=list[list[tuple[int, int, int]]])",3
numpy.random.uniform,14
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, size=tuple[int, int])",4
numpy.arange(int),78
numpy.ndarray <= numpy.int64,4
"numpy.testing._private.utils.assert_array_almost_equal(x=numpy.ndarray, y=tuple[int, int, int])",2
"numpy.array(list[tuple[float, float, float]])",2
"numpy.zeros(tuple[int, int], dtype=Type[numpy.float64])",26
numpy.int64 != int,3
int -= numpy.int64,1
numpy.flatiter == numpy.int64,2
*numpy.flatiter,2
numpy.ndarray == numpy.int64,6
numpy.ndarray - numpy.int64,8
numpy.array(list[list[float]]),22
numpy.zeros_like(a=numpy.ndarray),32
numpy.ndarray == int,70
numpy.ndarray.nonzero(numpy.ndarray),3
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray]] = numpy.ndarray",12
numpy.ndarray != int,4
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray]] = tuple[int, int, int]",1
numpy.ndarray == numpy.uint8,3
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray]]",21
"numpy.ndarray.mean(numpy.ndarray, axis=int)",10
"numpy.full(dtype=str, fill_value=int, shape=tuple[int, int])",1
numpy.loadtxt,1
"numpy.zeros(tuple[int, int])",120
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], int]] = numpy.ndarray",18
numpy.ndarray[str],17
int + numpy.ndarray,26
numpy.absolute(numpy.ndarray),79
numpy.ndarray >= float,6
numpy.ndarray -= float,3
numpy.ndarray *= int,3
numpy.deg2rad(int),11
numpy.ndarray ** int,131
"numpy.maximum(numpy.ndarray, int)",2
"numpy.testing._private.utils.assert_allclose(actual=numpy.ndarray, desired=numpy.ndarray, rtol=float)",8
"numpy.loadtxt(dtype=list[tuple[str, Type[Union[builtins.float, builtins.int]]]], fname=str)",1
"numpy.ndarray[slice[int, int, NoneType]]",10
numpy.ndarray >= int,31
"numpy.logical_and(numpy.ndarray, numpy.ndarray)",11
numpy.rad2deg(numpy.ndarray),3
"numpy.where(numpy.ndarray, numpy.ndarray, numpy.ndarray)",1
"numpy.where(numpy.ndarray, float, numpy.ndarray)",1
numpy.float64 += numpy.float64,4
"numpy.hypot(numpy.float64, numpy.float64)",2
numpy.rad2deg(numpy.float64),1
numpy.cos(numpy.float64),10
"numpy.where(numpy.bool_, numpy.float64, numpy.float64)",1
numpy.float64 + int,14
numpy.sqrt(numpy.float64),22
float + numpy.float64,1
"numpy.where(numpy.bool_, float, numpy.float64)",1
numpy.float64 ** int,26
"numpy.maximum(numpy.float64, int)",2
"numpy.testing._private.utils.assert_equal(actual=numpy.float64, desired=int)",15
"numpy.asarray(a=tuple[float, float, float])",5
numpy.float64 / int,15
numpy.ndarray += float,6
numpy.ndarray / int,41
numpy.ndarray != float,1
numpy.asarray(a=imageio.core.util.Array),1
"numpy.testing._private.utils.assert_equal(actual=int, desired=int)",44
numpy.dtype(Type[numpy.bool_]),1
"numpy.issubdtype(arg1=Type[numpy.float64], arg2=Type[numpy.bool_])",1
"Type[numpy.list[Type[Union[numpy.bool_, numpy.float16, numpy.float32, numpy.float64, numpy.int16, numpy.int32, numpy.int64, numpy.int8, numpy.longlong, numpy.uint16, numpy.uint32, numpy.uint64, numpy.uint8, numpy.ulonglong]]]ool_] in list[Type[Union[numpy.bool_, numpy.float16, numpy.float32, numpy.float64, numpy.int16, numpy.int32, numpy.int64, numpy.int8, numpy.longlong, numpy.uint16, numpy.uint32, numpy.uint64, numpy.uint8, numpy.ulonglong]]]",1
numpy.ndarray > numpy.float64,9
numpy.dtype(str),5
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.int])",18
"numpy.percentile(a=numpy.ndarray, q=float)",2
numpy.logical_not(numpy.ndarray),7
"numpy.testing._private.utils.assert_almost_equal(actual=numpy.float64, decimal=int, desired=float)",22
numpy.random.mtrand.RandomState(NoneType),2
numpy.int,13
numpy.ndarray <= numpy.float64,3
numpy.ndarray.mean(numpy.ndarray),18
"numpy.zeros(tuple[int, int, int])",42
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray]] = int",5
numpy.all,52
"numpy.array(int, copy=int, ndmin=builtins.bool)",1
"numpy.ndarray[tuple[int, sliinte[NoneType, NoneType, NoneType]]] = int",24
numpy.isscalar(element=numpy.ndarray),3
"numpy.array(tuple[int, int, int], copy=int, ndmin=builtins.bool)",1
numpy.eye(N=int),23
"numpy.ndarray[tuple[sliinte[NoneType, NoneType, NoneType], int]] = int",10
"numpy.ndarray[tuple[numpy.int64, numpy.int64]]",9
"numpy.zeros(tuple[int, int], str)",26
"numpy.array(tuple[tuple[int, int], tuple[int, int], tuple[int, int], tuple[int, int], tuple[int, int]])",2
numpy.array(list[list[int]]),95
"numpy.ndarray[tuple[sliinte[int, NoneType, NoneType], sliinte[NoneType, NoneType, NoneType]]] = int",1
numpy.sin(float),10
numpy.cos(float),14
"numpy.lituple[slice[int, float, NoneType], slice[int, float, NoneType]].index_tricks.OGridClass[tuple[slice[int, float, NoneType], slice[int, float, NoneType]]]",1
numpy.ndarray / numpy.int64,6
numpy.flagsobj.writeable = builtins.bool,3
numpy.ndarray += numpy.int64,3
numpy.sum,31
numpy.uint64 == int,9
"numpy.ndarray[tuple[slice[int, int, NoneType], slice[NoneType, NoneType, NoneType]]]",4
numpy.array(list[numpy.float64]),6
numpy.ceil(numpy.ndarray),2
numpy.ogrid,7
"numpy.array(list[Union[float, int]])",7
"numpy.maximum(numpy.ndarray, numpy.ndarray)",2
"numpy.zeros(tuple[int, int, int], str)",1
"numpy.array(tuple[int, int])",30
"numpy.minimum(numpy.ndarray, numpy.ndarray)",2
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray, int]] = int",2
"numpy.zeros(tuple[int, int], dtype=Type[numpy.uint8])",30
"numpy.ndarray.fill(numpy.ndarray, int)",4
numpy.sin(numpy.float64),8
numpy.float64 %= float,2
"numpy.issubdtype(arg1=numpy.dtype, arg2=Type[numpy.integer])",8
"numpy.arange(int, dtype=Type[builtins.float])",5
